Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Brand Ambassador - Aeropostale Victoria Mall,$7-$14 Per Hour(Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
Aero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).",3.5,"Aéropostale
3.5","Victoria, TX","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Valle Vista,$7-$14 Per Hour(Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
Aero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).

www.aeropostalecareers.com",3.5,"Aéropostale
3.5","Harlingen, TX","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Sikes Senter,$7-$14 Per Hour(Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
Aero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).

www.aeropostalecareers.com",3.5,"Aéropostale
3.5","Wichita Falls, TX","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Broadway Square,$7-$14 Per Hour(Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
SPARC Group LLC is an equal opportunity employer. We value a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).

www.aeropostalecareers.com",3.5,"Aéropostale
3.5","Tyler, TX","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Longview Mall,$7-$14 Per Hour(Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
SPARC Group LLC is an equal opportunity employer. We value a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).",3.5,"Aéropostale
3.5","Longview, TX","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Richland Mall,$7-$14 Per Hour(Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
Aero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).",3.5,"Aéropostale
3.5","Waco, TX","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Meadowood Mall,$7-$14 Per Hour(Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
Aero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).

www.aeropostalecareers.com",3.5,"Aéropostale
3.5","Reno, NV","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Stroud Mall,$7-$14 Per Hour(Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
Aero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).",3.5,"Aéropostale
3.5","Stroudsburg, PA","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Berkshire Mall,$7-$14 Per Hour(Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
Aero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).",3.5,"Aéropostale
3.5","Wyomissing, PA","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Mariposa Mall,$7-$14 Per Hour(Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
Aero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).",3.5,"Aéropostale
3.5","Nogales, AZ","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Cordova Mall,$7-$14 Per Hour(Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
Aero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).",3.5,"Aéropostale
3.5","Pensacola, FL","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Cielo Vista,$7-$14 Per Hour(Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
Aero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).",3.5,"Aéropostale
3.5","El Paso, TX","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Merritt Square,$7-$14 Per Hour(Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
Aero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).",3.5,"Aéropostale
3.5","Merritt Island, FL","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
